sample_id,treatment,day,voc,class_label
76,TA 1,4,"['trimethylamine', 'methanethiol', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'methyl formate', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', '2-methyl-2-propanethiol', 'diisopropyl ether', 'methylcyclopentane', '2-methylfuran', 'hexane', 'methylcyclopentane', 'hexane, 2-methyl-', '2-methyl-2-propanethiol', '2-methylfuran', 'diisopropyl ether', 'methylcyclopentane', 'hexane, 2-methyl-', 'cyclohexane', '3-methylhexane', '2-methylfuran', '2-methylfuran', '2-methyl-2-propanethiol', 'methylcyclopentane', 'vinyl acetate', '2,2-dichloropropane', 'cyclohexane', 'trichloroethane', '1,1-dichloropropene', 'hexane, 2-methyl-', '3-methylhexane', '2,2,4-trimethylpentane', '3-ethylpentane', 'heptane', 'hexamethyldisiloxane', '3-methylhexane', '2-methylheptane', '3-methylheptane', '4-methylheptane', '3-ethylhexane', '1-chloropentane', 'octane', '(e)-4-octene', '1-octene', '3-ethylhexane', '3-methylheptane', 'pentanol', '1-hexen-3-ol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', 'dibromochloromethane', '(z)-3-hexenal', '2-hexanol', 'hexanal', 'edb', '5-methyl-4-nonene', 'beta-pinene', '()-.-beta-.-pinene', 'decadiene-1,9', 'octamethylcyclotetrasiloxane', '2,3-octanedione', 'octadienone', '1,5-octadienone', '1-octen-3-ol', 'butyl methacrylate', 'acetylpyrazine', 'e-3-octen-2-one', 'formic acid 3-mercapto-3-methyl-butyl ester', 'benzene, 1,2-dichloro-', '2-acetylthiazole', 'aniline', '5-methylfurfural', '3-methyl-3-sulfanylbutanol-1-ol', '2-(2-ethoxyethoxy)ethanol', '(e,z)-2,4-heptadienal', 'methyl cyclohexanecarboxylate', 'hexanoic acid', 'phenol', 'glycerol', 'delta-valerolactone', 'homofuraneol', 'ethyl-4-hydroxymethyl- 3(2h)-furanone', 'maltol', 'benzoic acid', 'camphor', 'caprolactam', 'delta-octalactone', '[e]-whiskey lactone', 'anisyl alcohol', 'caprolactam', 'indole', 'delta-octalactone']",moderate
77,TA 1,4,"['trimethylamine', 'methanethiol', '2-methylbutane', 'acetaldehyde', 'methanethiol', 'methanol', 'methyl formate', 'pentane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'methyl formate', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'diisopropyl ether', '2-methyl-2-propanethiol', 'hexane', '2-methylfuran', 'methylcyclopentane', '2-methyl-2-propanethiol', 'ethane, 1,1-dichloro-', 'diisopropyl ether', 'vinyl acetate', '2-methylfuran', '3-ethylpentane', '2,2,4-trimethylpentane', 'vinyl acetate', '3-buten-2-one', 'ethane, 1,1-dichloro-', 'butan-2-one', '2-butanol', 'chloroform', 's(+)-2-butanol', 'methane, bromochloro-', 's(+)-2-butanol', '2-butanol', '1,2-dichloroethane', '1-propanol, 2-methyl-', 'isopropyl acetate', '1-propanol, 2-methyl-', '1,2-dichloroethane', '3-methylbutanal', 'but-(e)-2-enal', 'isopropyl acetate', '2-methylheptane', '3-methylheptane', '4-methylheptane', '3-ethylhexane', '1-chloropentane', 'formic acid', 'acetic acid', 'n-butanol', 'octane', '(e)-4-octene', 'dimethyl disulfide', 'pyrazine', '1-chloropentane', 'cis-1,3-dichloropropene', 'ethyl isobutyrate', '(e)-2-octene', '2,4-octadiene', '(e)-4-octene', 'octane', 'propylcyclopentane', '2-methylthiophene', 'methyl 2-methylbutanoate', 'toluene', '(e)-4-octene', '2,4-octadiene', 'acetoin', 'trans-1,3-dichloropropene', 's(-)2-methyl-1-butanol', '2-methyl-1-butanol', '3-methyl-1-butanol', 'propanoic acid', '(e)-2-pentenal', '2-methyl-1-butanol', 'trans-1,3-dichloropropene', 'pentanol', '2-mercaptoethanol', 'dibromochloromethane', '2-hexanol', '(z)-3-hexenal', 'edb', 'pyrrole', 'propylenglycol', 'propanoic acid', '1,2-butanediol', '(e)-2-penten-1-ol', '4-ethyl-octane', '5-methylnonane', 'butylcyclopentane', '1s-()-a-pinene', '4-methylnonane', 'octamethylcyclotetrasiloxane', 'nonane 3-methyl', '5-methyl-4-nonene', '3-ethyloctane', 'beta-pinene', 'decane', '1,3,5-trimethylbenzene', 'octamethylcyclotetrasiloxane', '()-.-beta-.-pinene', 'o-chlorotoluene', '2-methyldecane', '4-methyldecane', '3-methyldecane', 'decane, 5-methyl-', 'limonene', 'cyclopentane, 1-ethyl-3-methyl-', 'undecane', 'butylbenzene', 'gamma-terpinene', '3-methyldecane', 'undecane', 'terpinolene', 'cis-decalin', '3-methyldecane', '1-chloroheptane', '(e,z)-2,4-heptadienal', '5-methylfurfural', '3-methyl-3-sulfanylbutanol-1-ol', 'aniline', '3-octanol', 'acetophenone', '2-octenal, (e)-', 'dipropylene glycol methyl ether', '1-octanol', 'benzeneacetaldehyde', '2-butyloctanol', 'benzyl alcohol', 'methyl cyclohexanecarboxylate', 'benzeneacetaldehyde', '1,2,4-trichlorobenzene', 'tridecane', 'camphor', 'ethyl-4-hydroxymethyl- 3(2h)-furanone', 'heptanoic acid', 'maltol', '2-methyltetradecane', '3-methyltetradecane', '4-methyltetradecane', '3-ethyltridecane', '2,4-decadienal, (e,e)-', '4-tridecanol', 'beta-himachalene', 'propionic acid decyl ester', '2-propenoic acid, 2-methyl, nonyl ester', 'propyl decanoate', '8-methyl hexadecane', '6-methyl hexadecane', 'hexadecane, 7-methyl', 'beta-ionone', 'trans-ethyl cinnamate', 'n-decylbenzene', 'tetrachloro-m-xylene', 'nonanoic acid, hexyl ester', 'n-heptyl n-octanoate', 'coumarin']",fresh
78,TA 1,4,"['trimethylamine', 'methanethiol', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', '2-methylbutane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'diethyl ether', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'hexane, 2-methyl-', 'cyclohexane', '3-methylhexane', 'hexamethyldisiloxane', '3-ethylpentane', 'cyclohexane', '1,1-dichloropropene', 'trichloroethane', 'hexane, 2-methyl-', '3-methylhexane', 'tetrahydrofuran', '1-butanamine', 'methyl propanoate', 'trichloroethane', 'methane, bromochloro-', 'fluorobenzene', 'methyl isobutyrate', '2-ethyl furan', 'trichloroethylene', 'thiophene', '3-methylheptane', '2-methylheptane', '4-methylheptane', '3-ethylhexane', '1-methoxy-2-propanol', 'acetic acid', 'n-butanol', '1-hydroxy-2-propanone', 'pent-1-en-3-ol', '1-methoxy-2-propanol', '2,4-octadiene', '(e)-2-octene', 'pentan-2-ol', '3-pentanol', '(e)-4-octene', '1-pentanethiol', 'ethyl methacrylate', '3-methyl-2-butene-1-thiol', 'butyl acetate', '2,4-dimethyl-1,3-dioxane', 'edb', '2-hexanol', 'dibromochloromethane', '(z)-3-hexenal', 'hexanal', 'octadienone', '2,3-octanedione', '1,5-octadienone', '1-octen-3-ol', 'butyl methacrylate', '5-methylfurfural', '3-methyl-3-sulfanylbutanol-1-ol', '(e,z)-2,4-heptadienal', 'aniline', '3-octanol', 'n-nonanal', '2-nonanol', '3-nonanol', 'ethyl 3-(methylthio)propanoate', '(z,z)-3,6-nonadienal', '(e)-cinnamaldehyde', 'epoxy-2-nonenal', 'p-anisaldehyde', 'geranial', '4-octanolide']",fresh
79,TA 1,4,"['trimethylamine', 'methanethiol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'trimethylamine', '2-methylbutane', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'methyl formate', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', '3-ethylpentane', '2,2,4-trimethylpentane', 'hexamethyldisiloxane', '3-methylhexane', 'heptane', '2,2,4-trimethylpentane', 'heptane', '3-ethylpentane', 'hexamethyldisiloxane', '3-methylhexane', 'chloroform', 'methane, bromochloro-', '1-butanamine', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', 'chloroform', 'methane, bromochloro-', '1-butanamine', '1-propanol, 2-methyl-', 'methyl propanoate', 'chloroform', 'methane, bromochloro-', '1-butanamine', '1-propanol, 2-methyl-', 'methyl propanoate', 'acetic acid', 'formic acid', '1-propanol, 2-methyl-', '4-methylheptane', '2-methylheptane', 'formic acid', 'methyl butanoate', 'dibromomethane', '2,3-pentanedione', 'pentan-2-one', 'acetic acid', '1-chloropentane', '1-octene', 'ethyl isobutyrate', 'toluene', '3-methylfuran', 'pentanol', '1-hexen-3-ol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', 'dibromochloromethane', '2-hexanol', '(z)-3-hexenal', 'edb', 'hexanal', 'nonane 3-methyl', '3-ethyloctane', '2-methylnonane', '4-methylnonane', '5-methylnonane', '5-methyl-4-nonene', 'octamethylcyclotetrasiloxane', 'decane', '1,3,5-trimethylbenzene', 'beta-pinene', 'heptan-2-ol', '2,6-dimethyl-3-octene', 'cyclohexanone', '(z)-4-heptenal', 'heptanal', 'undecane', 'terpinolene', 'octadienone', '2,3-octanedione', '1,5-octadienone', 'octanal', 'benzaldehyde', 'trimethylpyrazine', 'ethyl (methylthio)acetate', '2-octanol', 'decane, 5-ethyl', 'hexylcyclopentane', 'e-3-octen-2-one', 'acetylpyrazine', 'cyclopentasiloxane, decamethyl-', 'decane, 5-ethyl', 'hexylcyclopentane', 'e-3-octen-2-one', 'decane, 4-ethyl', 'cyclopentasiloxane, decamethyl-', 'n-nonanal', '2-nonanol', '3-nonanol', 'ethyl 3-(methylthio)propanoate', '(z,z)-3,6-nonadienal', 'n-hexylbenzene', 'tridecane', '(r)-linden ether', 'triethyl phosphate', 'phenol, 2,6-dimethyl-', '1,2-benzenediol', '2,4,6-trichloroanisole', 'carbamothioic acid, dipropyl, s-ethyl ester', '2,4-decadienal, (e,e)-', '1,2,3-trimethoxybenzene', 'beta-ionone', 'trans-ethyl cinnamate', 'ethyl cinnamate', '4-tridecanol', '2-tridecanone', 'delta-decalactone', 'coumarin', 'delta-decalactone', '2,4-dinitrotoluene']",moderate
80,TA 1,4,"['trimethylamine', 'methanethiol', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'pentane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'methyl formate', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'butane-2,3-dione', 'butanal', '3-buten-2-one', 'vinyl acetate', 'butan-2-one', 'butan-2-one', '2-butanol', 'chloroform', 's(+)-2-butanol', 'methane, bromochloro-', 'ethyl propanoate', 'butanethiol', '1,2-dichloropropane', 'propyl acetate', '1,4-dioxane', 'formic acid', '2,3-pentanedione', 'dibromomethane', 'methyl butanoate', 'pentanal', '3-pentanol', 'methane, bromodichloro-', '1,4-dioxane', 'methyl methacrylate', 'methyl butanoate', 'acetoin', 'pentanol', '1-hexen-3-ol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', 'dibromochloromethane', '(z)-3-hexenal', '2-hexanol', 'hexanal', 'edb', '5-methyl-4-nonene', 'octamethylcyclotetrasiloxane', 'nonane 3-methyl', '3-ethyloctane', 'decane', 'beta-pinene', 'decadiene-1,9', '()-.-beta-.-pinene', 'sabinene', 'decane', 'amyl propanoate', '3-methyldecane', '1-octen-3-one', '2-methyldecane', '1-heptanol', 'pentanoic acid', '2,3-octanedione', 'octadienone', '1,5-octadienone', '1-octen-3-ol', 'trimethylpyrazine', 'octanal', '2-octanol', '3-octanol', '2-ethyl-5-methylpyrazine', 'phenol', 'hexanoic acid', 'methyl cyclohexanecarboxylate', 'delta-valerolactone', 'glycerol', 'n-hexylbenzene', 'tridecane', 'triethyl phosphate', '(r)-linden ether', 'phenol, 2,6-dimethyl-', 'p-anisaldehyde', 'dichlorvos', '5-ethyl-3-hydroxy-4-methyl-2(5h)-furanone', '(e)-cinnamaldehyde', 'epoxy-2-nonenal', 'undecyl acetate', 'beta-himachalene', 'tridecanal', 'propionic acid decyl ester', '2-tridecanol', 'tridecanal', '3-tridecanol', 'beta-ionone', 'ethyl cinnamate', 'trans-ethyl cinnamate', 'delta-decalactone', 'coumarin', '2,4-dinitrotoluene', 'delta-decalactone', 'coumarin']",fresh
81,TA 1,6,"['trimethylamine', 'methanethiol', 'methanol', 'methyl formate', 'acetaldehyde', 'methanethiol', 'pentane', 'methanol', 'methyl formate', 'acetaldehyde', 'methanethiol', '2-methylbutane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'methylcyclopentane', '2-methylfuran', 'ethyl acetate', '1-propanethiol', '2,2-dichloropropane', 'cyclohexane', '1,1-dichloropropene', 'trichloroethane', 'hexane, 2-methyl-', '3-methylhexane', 'chloroform', 'methane, bromochloro-', 'methyl propanoate', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', 'fluorobenzene', 'methyl isobutyrate', 'trichloroethylene', 'thiophene', '2-methylbutanal', '1-methoxy-2-propanol', '1-penten-3-one', 'trometamol', 'n-butanol', '3-pentanone', 'n-butanol', '1-hydroxy-2-propanone', '1-methoxy-2-propanol', '1-penten-3-one', 'acetic acid', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', 'edb', '2-hexanol', 'dibromochloromethane', '(z)-3-hexenal', 'hexanal', '2-methylpropanoic acid', 'formamide, n,n-dimethyl-', '1,2-butanediol', '2,3-butanediol', 'propylenglycol', 'octadienone', '2,3-octanedione', '1-octen-3-ol', '1,5-octadienone', 'butyl methacrylate', 'decane, 5-ethyl', 'hexylcyclopentane', 'e-3-octen-2-one', 'cyclopentasiloxane, decamethyl-', 'decane, 4-ethyl', 'e-3-octen-2-one', 'formic acid 3-mercapto-3-methyl-butyl ester', '2-acetylthiazole', 'acetylpyrazine', '3-methylheptanol', 'n-hexylbenzene', 'tridecane', '(r)-linden ether', 'phenol, 2-methyl-', 'homofuraneol', 'methyl eugenol', 'p-menthadienhydroperoxide', 'gamma-nonalactone']",moderate
82,TA 1,6,"['trimethylamine', 'methanethiol', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'butane-2,3-dione', 'butanal', '3-buten-2-one', 'butan-2-one', 'vinyl acetate', 'butane-2,3-dione', 's(+)-2-butanol', '2-butanol', 'butan-2-one', 'butanal', 'isopropyl acetate', 'benzene', '3-methylbutanal', '1,1-dichloropropene', '2-methylbutanal', 'but-(e)-2-enal', '1-methoxy-2-propanol', 'n-butanol', '1-penten-3-one', 'trometamol', '3-ethylhexane', '3-methylheptane', '2-methylheptane', '4-methylheptane', '1-chloropentane', '3-ethylhexane', '3-methylheptane', '1-chloropentane', '2-methylheptane', 'dimethyl disulfide', '1-octene', 'toluene', '2-methylthiophene', 'ethyl isobutyrate', '1-chloropentane', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', '(e)-2-penten-1-ol', '1-hexen-3-ol', 'pentanol', 'propanoic acid', 'ethane, 1,1,2-trichloro-', '5-methyl-4-nonene', 'octamethylcyclotetrasiloxane', '2-methylpropanoic acid', 'nonane 3-methyl', 'formamide, n,n-dimethyl-', 'decane, 5-ethyl', 'hexylcyclopentane', 'cyclopentasiloxane, decamethyl-', 'decane, 4-ethyl', '6-methylundecane', 'methyl cyclohexanecarboxylate', 'phenol', 'hexanoic acid', 'glycerol', 'n-nonanal', 'methyl eugenol', 'p-menthadienhydroperoxide', '(e)-methyl cinnamate', 'methyl cinnamate', 'trans-4,5-epoxy-(e)-2-decenal']",moderate
83,TA 1,6,"['trimethylamine', 'methanethiol', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'pentane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'tetrahydrofuran', 'methyl propanoate', '1-propanethiol', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', 'butane-2,3-dione', 's(+)-2-butanol', 'butan-2-one', 'butanal', '2-butanol', '1-methoxy-2-propanol', '1-penten-3-one', 'trometamol', 'n-butanol', '3-pentanone', 'formic acid', 'acetic acid', '3-ethylhexane', '3-methylheptane', '1-chloropentane', 'acetoin', '3-methylfuran', 'pentanol', '1-hexen-3-ol', '(e)-2-penten-1-ol', 'dibromochloromethane', '(z)-3-hexenal', '2-hexanol', 'hexanal', 'edb', '2-cyclopenten-1-one', 'furfural', 'butanoic acid', '1-hydroxy-2-(methylthio)-ethane', '1-pentanol, 2-methyl-', 'octamethylcyclotetrasiloxane', 'decane', '5-methyl-4-nonene', '1,3,5-trimethylbenzene', '()-.-beta-.-pinene', 'heptan-2-ol', '2,6-dimethyl-3-octene', 'cyclohexanone', '2-methylpropanoic acid', '(z)-4-heptenal', 'z-3-hexen-1-ol, acetate', '2-ethyl-3-methylpyrazine', '2-ethyl-5-methylpyrazine', 'hexyl acetate', '2-ethyl-6-methylpyrazine', 'benzaldehyde', 'ethyl (methylthio)acetate', '1-octen-3-ol', 'octadienone', '3-octanol', 'methyl cyclohexanecarboxylate', 'n-nonanal', '2-nonanol', 'glycerol', '3-nonanol', 'm-cresol', 'p-cresol', 'delta-hexalactone', '2,4-hexadienoic acid', '1,2-dibromo-3-chloropropane', '(e)-cinnamaldehyde', 'epoxy-2-nonenal', 'geranial', '4-ethylguaiacol', 'p-anisaldehyde']",moderate
84,TA 1,6,"['trimethylamine', 'methanethiol', 'methanethiol', 'acetaldehyde', '2-methylbutane', 'methyl formate', 'trimethylamine', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'methyl formate', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'methyl formate', 'ethyl chloride', 'methanol', 'diethyl ether', 'furan', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'propan-2-one', 'dimethyl sulfide', '2-propanol', '2-methyl-2-propanol', '2-methyl-2-propanethiol', '2-methylfuran', 'diisopropyl ether', 'methylcyclopentane', 'hexane', 'methylcyclopentane', 'hexane, 2-methyl-', 'cyclohexane', '3-methylhexane', 'hexamethyldisiloxane', '3-ethylpentane', 'hexamethyldisiloxane', '3-methylhexane', 'methylcyclopentane', 'hexane, 2-methyl-', '3-ethylpentane', 'hexamethyldisiloxane', '2,2,4-trimethylpentane', '3-methylhexane', 'hexane, 2-methyl-', '3-ethylpentane', '2,2,4-trimethylpentane', 'hexamethyldisiloxane', '3-methylhexane', 'cyclohexane', 'butane-2,3-dione', 'butan-2-one', 's(+)-2-butanol', '2-butanol', 'butanal', '4-methylheptane', '2-methylheptane', 'but-(e)-2-enal', '3-methylheptane', '3-ethylhexane', 'n-butanol', '1-methoxy-2-propanol', 'pentan-2-one', 'pent-1-en-3-ol', 'pentan-2-ol', 'nonane', '3-ethylheptane', '3-methyl-octane', 'dibutyl ether', 'pentanol', 'dibromochloromethane', '(z)-3-hexenal', '2-hexanol', 'hexanal', 'edb', 'butyl 2-propenoate', 'butyl propanoate', '2-pentanone, 3-mercapto-', 'ethyl pentanoate', 'vinylbenzene', 'octadienone', '2,3-octanedione', '1, 8-cineole', '1,5-octadienone', '1-octen-3-ol', '(e,z)-2,4-heptadienal', '2-(2-ethoxyethoxy)ethanol', '2,4-heptadienal (z,z)', '3-octanol', '2-octanol', 'aniline', '5-methylfurfural', '3-methyl-3-sulfanylbutanol-1-ol', '4-pentanolide', 'e-3-octen-2-one', 'phenol', 'hexanoic acid', 'delta-valerolactone', '(z)-3-hexenyl isobutyrate', '2-butenoic acid, pentyl ester', 'n-hexylbenzene', 'tridecane', '(r)-linden ether', 'homofuraneol', 'ethyl-4-hydroxymethyl- 3(2h)-furanone']",moderate
85,TA 1,6,"['trimethylamine', 'methanethiol', 'acetaldehyde', '2-methylbutane', 'methyl formate', 'trimethylamine', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'dimethyl sulfide', 'ethanol', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'methylcyclopentane', '2-methyl-2-propanethiol', 'diisopropyl ether', '2-methylfuran', 'hexane', 'methylcyclopentane', '2-methylfuran', 'hexane, 2-methyl-', '2-methyl-2-propanethiol', 'diisopropyl ether', 'methylcyclopentane', '1-propanethiol', 'hexane, 2-methyl-', '2-methylfuran', '2-methyl-2-propanethiol', '3-ethylpentane', '2,2,4-trimethylpentane', 'hexamethyldisiloxane', '3-methylhexane', 'cyclohexane', 'butan-2-one', '2-butanol', 'chloroform', 's(+)-2-butanol', 'methane, bromochloro-', 'ethyl propanoate', '3-pentanone', 'pentanal', '1,2-dichloropropane', 'ethyl acrylate', 'acetic acid', 'formic acid', 'octane', '(e)-4-octene', '1-octene', '1-chloropentane', '1-octene', 'ethyl isobutyrate', 'toluene', '2-methylthiophene', '(e)-2-octene', '2,4-octadiene', '(e)-4-octene', '3-pentanol', 'methane, bromodichloro-', '3-methylfuran', 'pentanol', '1-hexen-3-ol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', 'dibromochloromethane', '2-hexanol', 'edb', '(z)-3-hexenal', 'hexanal', 'nonane 3-methyl', '3-ethyloctane', '2-cyclopenten-1-one', '2-methylnonane', 'furfural', 'beta-pinene', 'octamethylcyclotetrasiloxane', 'decadiene-1,9', '()-.-beta-.-pinene', 'sabinene', 'decane', 'octamethylcyclotetrasiloxane', '1,3,5-trimethylbenzene', 'beta-pinene', '()-.-beta-.-pinene', '2-ethyl-6-methylpyrazine', '2-ethyl-3-methylpyrazine', '2-ethyl-5-methylpyrazine', 'z-3-hexen-1-ol, acetate', 'putrescine', 'benzaldehyde', '1-chloroheptane', 'ethyl (methylthio)acetate', '1-octen-3-ol', 'octadienone', 'methyl cyclohexanecarboxylate', 'phenol', 'hexanoic acid', 'glycerol', 'n-nonanal']",moderate
86,TA 1,6,"['trimethylamine', 'trimethylamine', 'methanol', 'methyl formate', 'acetaldehyde', 'methanethiol', 'pentane', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'methyl 2-propenoate', 'ethene, 1,2-dichloro, (z)-', '2,2-dichloropropane', 'ethyl acetate', '1-propanethiol', 'chloroform', 'methane, bromochloro-', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', 'methyl propanoate', 'acetic acid', 'but-(e)-2-enal', '1-propanol, 2-methyl-', '2-methylheptane', '4-methylheptane', 'acetic acid', 'formic acid', 'pentan-2-one', 'pent-1-en-3-ol', 'pentan-2-ol', '3-methylfuran', 'pentanol', '1-hexen-3-ol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', 'dibromochloromethane', '2-hexanol', '(z)-3-hexenal', 'hexanal', 'edb', '2-methylnonane', '4-methylnonane', '5-methylnonane', 'nonane 3-methyl', '3-ethyloctane', 'nonane 3-methyl', '3-ethyloctane', '2-methylnonane', 'octamethylcyclotetrasiloxane', 'beta-pinene', 'beta-pinene', 'decadiene-1,9', '()-.-beta-.-pinene', 'sabinene', 'decane', 'pentanoic acid', '2-ethyl-3-methylpyrazine', 'z-3-hexen-1-ol, acetate', '2-ethyl-5-methylpyrazine', 'hexyl acetate', 'benzaldehyde', 'ethyl (methylthio)acetate', '1-octen-3-ol', '3-octanol', 'octadienone', 'n-nonanal', 'methyl cyclohexanecarboxylate', '2-nonanol', '3-nonanol', 'ethyl 3-(methylthio)propanoate', 'n-hexylbenzene', 'tridecane', '(r)-linden ether', '2-[(methyldithio)methyl]furan', '5,6,7,8-tetrahydroquinoxaline', '(r)-linden ether', '1-p-menthen-8-thiol', 'n-hexylbenzene', '2-decenal', 'pentyl hexanoate', '(e)-cinnamaldehyde', 'epoxy-2-nonenal', 'p-anisaldehyde', 'geranial', '4-ethylguaiacol', 'alpha-selinene', 'pentadecane', 'octyl pentanoate', 'nonanoic acid, butyl ester', 'caprolactam', 'undecyl acetate', 'tridecanal', 'beta-himachalene', 'propionic acid decyl ester', '2-tridecanol', 'delta-decalactone', 'coumarin', '2,4-dinitrotoluene']",moderate
